Ticker,timestamp,IV_7_D_Call,IV_7_D_CallChg,IV_7_D_Put,IV_7_D_PutChg,IV_7_D_Call_1W,IV_7_D_Put_1W,IV_7_D_Call_1M,IV_7_D_Put_1M,IV_14_D_Call,IV_14_D_CallChg,IV_14_D_Put,IV_14_D_PutChg,IV_14_D_Call_1W,IV_14_D_Put_1W,IV_14_D_Call_1M,IV_14_D_Put_1M,IV_21_D_Call,IV_21_D_CallChg,IV_21_D_Put,IV_21_D_PutChg,IV_21_D_Call_1W,IV_21_D_Put_1W,IV_21_D_Call_1M,IV_21_D_Put_1M,IV_30_D_Call,IV_30_D_CallChg,IV_30_D_Put,IV_30_D_PutChg,IV_30_D_Call_1W,IV_30_D_Put_1W,IV_30_D_Call_1M,IV_30_D_Put_1M,IV_60_D_Call,IV_60_D_CallChg,IV_60_D_Put,IV_60_D_PutChg,IV_60_D_Call_1W,IV_60_D_Put_1W,IV_60_D_Call_1M,IV_60_D_Put_1M,IV_90_D_Call,IV_90_D_CallChg,IV_90_D_Put,IV_90_D_PutChg,IV_90_D_Call_1W,IV_90_D_Put_1W,IV_90_D_Call_1M,IV_90_D_Put_1M,IV_120_D_Call,IV_120_D_CallChg,IV_120_D_Put,IV_120_D_PutChg,IV_120_D_Call_1W,IV_120_D_Put_1W,IV_120_D_Call_1M,IV_120_D_Put_1M,IV_150_D_Call,IV_150_D_CallChg,IV_150_D_Put,IV_150_D_PutChg,IV_150_D_Call_1W,IV_150_D_Put_1W,IV_150_D_Call_1M,IV_150_D_Put_1M,IV_180_D_Call,IV_180_D_CallChg,IV_180_D_Put,IV_180_D_PutChg,IV_180_D_Call_1W,IV_180_D_Put_1W,IV_180_D_Call_1M,IV_180_D_Put_1M,IV_270_D_Call,IV_270_D_CallChg,IV_270_D_Put,IV_270_D_PutChg,IV_270_D_Call_1W,IV_270_D_Put_1W,IV_270_D_Call_1M,IV_270_D_Put_1M,IV_360_D_Call,IV_360_D_CallChg,IV_360_D_Put,IV_360_D_PutChg,IV_360_D_Call_1W,IV_360_D_Put_1W,IV_360_D_Call_1M,IV_360_D_Put_1M,IV_720_D_Call,IV_720_D_CallChg,IV_720_D_Put,IV_720_D_PutChg,IV_720_D_Call_1W,IV_720_D_Put_1W,IV_720_D_Call_1M,IV_720_D_Put_1M,IV_1080_D_Call,IV_1080_D_CallChg,IV_1080_D_Put,IV_1080_D_PutChg,IV_1080_D_Call_1W,IV_1080_D_Put_1W,IV_1080_D_Call_1M,IV_1080_D_Put_1M,HV_10_D_Cur,HV_20_D_Cur,HV_30_D_Cur,HV_60_D_Cur,HV_90_D_Cur,HV_120_D_Cur,HV_150_D_Cur,HV_180_D_Cur,Date,Snapshot_Age_Hours,IV_Rank_30D,IV_Term_Structure,IV_Trend_7D,HV_Trend_30D,IV30_Call,HV30,IVHV_gap_30D,IVHV_gap_abs,HighVol,ElevatedVol,ModerateVol,LowRank,IV_Rich,IV_Cheap,MeanReversion_Setup,Expansion_Setup,df_elevated_plus,df_moderate_vol,Regime,EMA_Signal,Signal_Type,Days_Since_Cross,Has_Crossover,Trend_Slope,Price_vs_SMA20,Price_vs_SMA50,SMA20,SMA50,Atr_Pct,Data_Complete,Crossover_Age_Bucket,Primary_Strategy,Secondary_Strategy,Strategy_Type,Confidence,Success_Probability,Trade_Bias,Entry_Priority,Risk_Level,Dollar_Allocation,Max_Position_Risk,Num_Contracts,Risk_Reward_Ratio,Portfolio_Weight,Risk_Per_Contract,Sizing_Method,Position_Valid,Min_DTE,Max_DTE,Preferred_DTE,Timeframe_Label,Timeframe_Rationale,Selected_Expiration,Actual_DTE,Selected_Strikes,Contract_Symbols,Actual_Risk_Per_Contract,Total_Debit,Total_Credit,Bid_Ask_Spread_Pct,Open_Interest,Liquidity_Score,Risk_Model,Contract_Intent,Structure_Simplified,Contract_Selection_Status,Pre_Filter_Status,Filter_Reason,PCS_Score,Execution_Ready
LIN,2025-08-25 07:25:29.088495,15.61,1.54,15.57,1.07,13.63,13.22,22.55,20.87,15.61,1.54,15.57,1.07,13.63,13.22,22.55,20.87,15.61,1.54,15.57,1.07,13.63,13.22,22.55,20.87,15.71,1.49,15.62,0.93,13.63,13.22,21.42,20.01,16.2,0.85,16.0,-0.01,15.95,15.11,19.42,18.5,16.89,0.61,16.67,0.16,17.53,16.25,18.86,17.99,17.59,0.54,17.08,0.14,18.01,16.65,19.25,18.24,17.94,0.45,17.31,0.11,18.2,16.84,19.47,18.39,18.0,0.32,17.38,0.09,18.29,17.04,19.61,18.51,18.59,0.42,17.64,-0.18,18.64,17.66,19.55,18.92,19.12,0.35,18.17,-0.17,19.14,18.29,19.53,18.86,20.09,0.25,18.94,-0.33,20.65,19.53,20.1,18.99,20.09,0.25,18.94,-0.33,20.65,19.53,20.1,18.99,6.43,11.9,11.93,12.27,13.94,21.47,20.5,19.89,8/25/25,2969.0286814275,26.700898587933246,Flat,Rising,Falling,15.71,11.93,3.780000000000001,3.780000000000001,False,True,False,True,True,False,False,False,True,False,Trending,Bullish,Bullish,9,True,5.7107,13.38,4.89,411.39,419.88,1.68,True,Age_6_15,None,None,None,0,0.3,Neutral,Low,Medium,0.0,0.0,0,,,0,,,45,75,60,Medium,Default timeframe for None (None): 45-75 DTE,,0,,,0.0,0.0,0.0,0.0,0,0,,Scan,False,Failed: can't multiply sequence by non-int of type 'float',Rejected,Contract selection failed: Failed: can't multiply sequence by non-int of type 'float',0.0,False
LMT,2025-08-25 07:25:32.790589,19.87,1.97,20.53,4.23,21.94,20.83,22.03,21.93,19.58,1.67,19.87,3.56,21.94,20.83,23.06,22.42,19.49,0.69,19.22,1.66,20.98,19.79,22.77,22.05,19.58,0.52,19.22,1.08,20.89,20.57,23.29,22.7,20.53,0.04,20.45,0.71,22.45,21.06,23.45,21.68,22.26,0.01,22.14,1.38,23.51,22.32,24.03,22.37,22.88,-0.16,22.77,1.56,24.04,23.01,24.31,22.71,22.46,-0.3,22.48,1.6,23.8,22.75,24.47,22.9,22.96,-0.5,22.92,1.33,24.22,22.76,24.49,22.84,23.79,-0.56,23.56,0.93,24.69,22.99,25.48,23.49,24.11,-0.44,23.68,0.74,25.05,23.22,25.66,23.75,24.2,-0.74,23.54,0.28,25.52,23.28,26.27,24.12,24.2,-0.74,23.54,0.28,25.52,23.28,26.27,24.12,15.82,14.67,36.92,32.36,29.23,30.11,30.98,29.23,8/25/25,2969.0286814275,0.0,Flat,Falling,Falling,19.58,36.92,-17.340000000000003,17.340000000000003,True,False,False,True,False,True,False,False,True,False,Trending,Bullish,Bullish,15,True,7.0393,15.35,13.16,467.68,469.87,2.09,True,Age_6_15,Call Debit Spread,Long Call,Directional,60,0.57,Bullish,Medium,Medium,240.7221664994985,240.7221664994985,2,1.33,0.24072216649949849,500,volatility_scaled,True,60,90,75,Medium,Directional strategy with moderate confidence (60): 60-90 DTE for thesis development,,0,,,0.0,0.0,0.0,0.0,0,0,,Scan,False,Failed: Invalid comparison between dtype=float64 and str,Rejected,Contract selection failed: Failed: Invalid comparison between dtype=float64 and str,0.0,False
ULTA,2025-08-25 07:25:36.169526,53.88,4.06,53.6,3.92,52.39,50.87,24.53,25.43,49.08,-0.74,48.7,-0.98,52.39,50.87,24.28,24.02,42.71,-0.99,42.46,0.01,42.25,43.9,24.16,23.9,38.59,-0.72,38.09,-0.57,38.48,38.85,23.65,23.76,33.91,0.02,33.21,0.28,33.52,32.86,31.73,31.07,33.88,-0.33,33.4,0.0,33.67,33.01,31.67,30.95,33.66,-0.69,33.21,-0.35,33.87,33.33,31.64,30.88,32.73,-1.23,31.97,-0.41,33.58,32.76,31.62,30.83,33.07,-1.23,32.37,-0.25,33.97,32.98,31.59,30.6,33.22,-0.78,32.34,-0.61,34.18,32.95,32.06,31.4,33.69,-0.27,32.38,-0.64,34.0,32.75,32.55,31.63,34.21,0.31,32.79,0.06,34.73,33.58,33.73,32.22,34.21,0.31,32.79,0.06,34.73,33.58,33.73,32.22,26.37,24.01,21.51,29.56,29.01,40.16,39.15,38.63,8/25/25,2969.0286814275,100.0,Inverted,Stable,Rising,38.59,21.51,17.080000000000002,17.080000000000002,True,False,False,False,True,False,False,False,True,False,Trending,Bullish,Bullish,28,True,11.2241,22.83,62.09,584.69,545.43,2.45,True,Age_16_plus,Put Credit Spread,Naked Put,Directional,65,0.648375,Bullish,Medium,Medium,260.7823470411234,260.7823470411234,2,1.84,0.2607823470411234,500,volatility_scaled,True,45,60,52,Medium,Income strategy with moderate confidence (65): 45-60 DTE allows adjustment time,,0,,,0.0,0.0,0.0,0.0,0,0,,Scan,False,Low_Liquidity,Rejected,Contract selection failed: Low_Liquidity,0.0,False
GPI,2025-08-25 07:25:45.098932,29.66,1.33,29.39,2.32,29.03,29.46,36.1,37.71,29.66,1.33,29.39,2.32,29.03,29.46,36.1,37.71,29.66,1.33,29.39,2.32,29.03,29.46,36.1,37.71,29.66,1.26,29.27,2.12,29.03,29.46,35.09,36.4,30.16,1.0,29.56,1.41,29.91,29.98,33.37,34.17,31.29,0.65,30.75,0.6,31.61,31.38,33.11,33.83,30.74,0.19,30.12,0.2,31.51,31.16,33.78,34.16,30.66,0.06,29.99,0.12,31.15,30.73,33.12,33.79,31.44,-0.21,30.68,0.05,31.77,31.15,32.75,33.49,31.07,0.32,30.01,0.01,31.66,30.86,32.81,32.33,30.91,0.34,29.68,-0.16,31.25,30.24,32.41,31.8,31.25,0.36,29.86,-0.07,31.47,30.25,32.35,31.52,31.25,0.36,29.86,-0.07,31.47,30.25,32.35,31.52,39.37,34.94,46.6,38.09,34.12,41.67,38.92,36.26,8/25/25,2969.0286814275,10.396039603960375,Flat,Stable,Falling,29.66,46.6,-16.94,16.94,True,False,False,True,False,True,False,False,True,False,Neutral,Bullish,Bullish,23,True,-0.8592,-0.63,1.84,408.18,405.72,2.54,True,Age_16_plus,Call Debit Spread,Long Call,Directional,55,0.49637499999999996,Bullish,Medium,Medium,220.66198595787364,220.66198595787364,2,0.99,0.22066198595787365,500,volatility_scaled,True,90,180,135,Long-LEAPS,Directional strategy with lower confidence (55): 90-180 DTE to reduce timing risk,,0,,,0.0,0.0,0.0,0.0,0,0,,Scan,False,Failed: can't multiply sequence by non-int of type 'float',Rejected,Contract selection failed: Failed: can't multiply sequence by non-int of type 'float',0.0,False
WSO,2025-08-25 07:25:46.318400,28.62,2.23,29.26,2.87,25.42,25.35,38.43,39.74,28.62,2.23,29.26,2.87,25.42,25.35,38.43,39.74,28.62,2.23,29.26,2.87,25.42,25.35,38.43,39.74,28.59,2.16,29.03,2.54,25.42,25.35,35.74,37.02,28.99,1.74,28.93,1.31,24.83,25.22,30.91,31.99,29.97,0.36,29.78,0.38,27.02,27.3,30.16,29.98,29.22,0.67,29.14,0.51,27.29,27.49,30.85,30.92,29.47,0.22,29.51,0.41,28.28,28.02,29.48,29.53,29.6,-0.1,29.7,0.3,29.14,28.51,29.59,29.35,29.12,0.21,28.79,0.12,29.15,28.64,29.15,28.61,29.12,0.21,28.79,0.12,29.15,28.64,29.15,28.61,29.12,0.21,28.79,0.12,29.15,28.64,29.15,28.61,29.12,0.21,28.79,0.12,29.15,28.64,29.15,28.61,33.39,35.36,31.26,27.47,33.58,35.46,35.15,33.21,8/25/25,2969.0286814275,30.717054263565874,Flat,Rising,Rising,28.59,31.26,-2.6700000000000017,2.6700000000000017,False,False,True,False,False,False,False,False,False,True,Ranging,Bearish,Bearish,10,True,-0.047,0.74,-2.96,347.35,351.05,2.68,True,Age_6_15,None,None,None,0,0.3,Neutral,Low,Medium,0.0,0.0,0,,,0,,,45,75,60,Medium,Default timeframe for None (None): 45-75 DTE,,0,,,0.0,0.0,0.0,0.0,0,0,,Scan,False,Low_Liquidity,Rejected,Contract selection failed: Low_Liquidity,0.0,False
TT,2025-08-25 07:25:50.418869,23.59,1.21,23.36,1.72,20.71,21.75,30.1,29.1,23.59,1.21,23.36,1.72,20.71,21.75,30.1,29.1,23.59,1.21,23.36,1.72,20.71,21.75,30.1,29.1,23.32,0.83,23.07,1.36,20.71,21.75,28.5,27.49,23.8,0.19,23.33,0.64,21.79,21.87,25.73,24.68,26.18,0.55,25.37,0.12,24.51,24.51,25.52,24.52,25.43,0.32,24.96,0.01,24.93,25.1,26.09,25.21,25.59,0.4,24.76,0.24,24.63,24.5,26.42,25.58,26.47,0.25,25.76,0.25,25.7,25.31,26.37,25.11,26.82,0.11,25.89,0.06,26.38,25.76,27.51,26.41,27.13,0.27,26.01,-0.02,26.66,25.82,27.76,26.46,27.4,0.33,26.08,-0.07,26.97,25.81,28.06,26.6,27.4,0.33,26.08,-0.07,26.97,25.81,28.06,26.6,19.7,34.76,32.36,24.55,28.36,32.06,32.22,30.5,8/25/25,2969.0286814275,33.504492939666235,Flat,Rising,Falling,23.32,32.36,-9.04,9.04,True,False,False,False,False,True,False,False,True,False,Ranging,Bearish,Bearish,43,True,-0.2743,-5.72,-20.4,398.31,412.99,2.1,True,Age_16_plus,None,None,None,0,0.3,Neutral,Low,Medium,0.0,0.0,0,,,0,,,45,75,60,Medium,Default timeframe for None (None): 45-75 DTE,,0,,,0.0,0.0,0.0,0.0,0,0,,Scan,False,Low_Liquidity,Rejected,Contract selection failed: Low_Liquidity,0.0,False
CVCO,2025-08-25 07:25:52.633455,30.02,-0.49,29.88,-0.12,31.5,31.62,41.31,40.98,30.02,-0.49,29.88,-0.12,31.5,31.62,41.31,40.98,30.02,-0.49,29.88,-0.12,31.5,31.62,41.31,40.98,30.0,-0.4,29.84,-0.13,31.5,31.62,39.38,38.83,30.52,0.55,30.19,0.11,30.88,30.89,36.07,35.13,31.9,0.46,31.27,-0.09,32.1,32.11,35.61,34.72,32.53,0.38,31.76,-0.21,32.81,32.83,35.37,34.51,32.66,0.18,31.88,-0.12,33.04,32.88,35.22,34.38,32.76,0.05,31.95,-0.05,33.15,32.84,34.97,34.02,32.82,-0.05,32.0,-0.02,33.25,32.81,34.65,33.57,32.82,-0.05,32.0,-0.02,33.25,32.81,34.65,33.57,32.82,-0.05,32.0,-0.02,33.25,32.81,34.65,33.57,32.82,-0.05,32.0,-0.02,33.25,32.81,34.65,33.57,47.01,39.85,39.13,35.72,35.83,38.22,36.69,35.62,8/25/25,2969.0286814275,0.0,Flat,Stable,Rising,30.0,39.13,-9.130000000000003,9.130000000000003,True,False,False,True,False,True,False,True,True,False,Trending,Bullish,Bullish,35,True,2.462,7.71,27.25,592.73,573.19,3.25,True,Age_16_plus,Long Straddle,Long Strangle,Volatility,65,0.6174999999999999,Bidirectional,Medium,Medium,260.7823470411234,260.7823470411234,2,1.21,0.2607823470411234,500,volatility_scaled,True,60,90,75,Medium-Long,Volatility strategy with depressed IV Rank (0): 60-90 DTE to capture vol expansion,,0,,,0.0,0.0,0.0,0.0,0,0,,Scan,False,Low_Liquidity,Rejected,Contract selection failed: Low_Liquidity,0.0,False
DUOL,2025-08-25 07:25:55.671191,54.51,4.7,55.08,5.5,52.88,52.48,87.82,87.26,56.73,6.91,56.24,6.66,52.88,52.48,87.82,87.26,57.74,3.89,56.92,4.35,50.72,50.38,87.82,87.26,57.07,1.9,57.16,3.14,53.85,52.65,81.11,80.29,59.9,2.86,59.82,3.92,54.99,54.06,68.64,67.23,66.45,0.59,66.36,1.71,63.27,62.19,64.37,62.73,63.24,0.25,62.81,0.83,62.61,61.76,65.95,64.65,61.58,0.4,61.0,0.75,60.68,60.06,63.11,61.72,61.77,0.48,61.28,1.31,60.88,59.51,61.19,59.68,64.65,0.51,63.61,0.79,63.83,62.46,61.44,59.57,64.19,0.55,62.87,0.66,64.51,62.81,60.65,58.97,63.74,0.61,62.11,0.52,65.48,63.24,60.76,58.45,63.74,0.61,62.11,0.52,65.48,63.24,60.76,58.45,95.06,90.28,75.84,58.86,63.35,68.05,69.94,66.23,8/25/25,2969.0286814275,11.812179016874538,Contango,Rising,Rising,57.07,75.84,-18.770000000000003,18.770000000000003,True,False,False,True,False,True,False,False,True,False,Trending,Bearish,Bearish,63,True,-4.3148,-8.2,-37.45,189.86,219.11,5.11,True,Age_16_plus,Put Debit Spread,Long Put,Directional,55,0.49637499999999996,Bearish,Medium,Medium,220.66198595787364,220.66198595787364,2,0.99,0.22066198595787365,500,volatility_scaled,True,90,180,135,Long-LEAPS,Directional strategy with lower confidence (55): 90-180 DTE to reduce timing risk,,0,,,0.0,0.0,0.0,0.0,0,0,,Scan,False,Failed: can't multiply sequence by non-int of type 'float',Rejected,Contract selection failed: Failed: can't multiply sequence by non-int of type 'float',0.0,False
TMO,2025-08-25 07:25:56.945320,26.0,1.78,26.16,1.85,28.26,28.88,30.57,30.15,25.93,1.71,26.7,2.39,28.26,28.88,28.79,27.91,26.4,1.01,26.97,1.67,26.15,27.8,28.39,27.45,26.6,-0.06,26.8,0.87,27.02,26.87,29.79,30.26,27.82,0.06,27.37,0.5,28.11,27.06,28.95,28.23,28.99,0.17,28.32,0.57,29.33,29.02,28.83,28.43,28.68,0.34,28.01,0.58,29.56,28.81,30.03,28.98,28.75,-0.45,28.51,0.57,29.76,28.52,29.38,28.44,29.15,-0.33,28.55,0.48,30.16,28.55,30.15,29.25,29.6,-0.34,28.7,0.62,30.31,28.31,31.35,29.6,29.99,-0.13,28.79,0.64,30.36,28.31,31.3,29.24,29.72,-0.46,28.29,-0.23,30.89,28.41,31.54,28.85,29.72,-0.46,28.29,-0.23,30.89,28.41,31.54,28.85,28.0,28.36,40.52,33.75,34.86,37.42,35.88,33.62,8/25/25,2969.0286814275,0.0,Flat,Stable,Falling,26.6,40.52,-13.920000000000002,13.920000000000002,True,False,False,True,False,True,False,False,True,False,Trending,Bullish,Bullish,2,True,5.8471,6.21,9.33,574.53,571.41,1.7,True,Age_0_5,Call Debit Spread,Long Call,Directional,70,0.6982499999999999,Bullish,High,Medium,280.84252758274823,280.84252758274823,2,2.31,0.28084252758274825,500,volatility_scaled,True,60,90,75,Medium,Directional strategy with moderate confidence (70): 60-90 DTE for thesis development,,0,,,0.0,0.0,0.0,0.0,0,0,,Scan,False,Failed: Invalid comparison between dtype=float64 and str,Rejected,Contract selection failed: Failed: Invalid comparison between dtype=float64 and str,0.0,False
MUSA,2025-08-25 07:25:58.625732,29.84,1.5,29.83,1.58,26.8,28.06,38.14,36.78,29.84,1.5,29.83,1.58,26.8,28.06,38.14,36.78,29.84,1.5,29.83,1.58,26.8,28.06,38.14,36.78,29.84,1.43,29.77,1.43,26.8,28.06,35.43,34.44,30.09,0.99,29.83,0.7,28.05,28.37,30.47,30.18,30.66,0.58,30.3,0.31,29.41,29.37,28.93,28.49,30.84,0.3,30.43,0.04,30.13,29.92,29.19,28.76,30.51,0.29,29.99,0.09,30.06,29.74,29.34,28.89,30.62,0.17,29.96,-0.01,30.23,29.72,29.4,28.38,30.73,0.02,29.92,-0.13,30.53,29.73,29.4,28.38,30.73,0.02,29.92,-0.13,30.53,29.73,29.4,28.38,30.73,0.02,29.92,-0.13,30.53,29.73,29.4,28.38,30.73,0.02,29.92,-0.13,30.53,29.73,29.4,28.38,26.99,48.27,42.21,37.2,39.39,38.12,36.5,34.2,8/25/25,2969.0286814275,35.22595596755503,Flat,Rising,Falling,29.84,42.21,-12.370000000000001,12.370000000000001,True,False,False,False,False,True,False,False,True,False,Trending,Bullish,Bullish,35,True,3.5552,6.35,22.47,398.65,382.53,2.7,True,Age_16_plus,None,None,None,0,0.3,Neutral,Low,Medium,0.0,0.0,0,,,0,,,45,75,60,Medium,Default timeframe for None (None): 45-75 DTE,,0,,,0.0,0.0,0.0,0.0,0,0,,Scan,False,Low_Liquidity,Rejected,Contract selection failed: Low_Liquidity,0.0,False
HUBB,2025-08-25 07:26:00.204213,24.78,1.02,26.31,2.82,27.42,26.98,35.52,36.87,24.78,1.02,26.31,2.82,27.42,26.98,35.52,36.87,24.78,1.02,26.31,2.82,27.42,26.98,35.52,36.87,24.95,1.02,25.95,2.31,27.42,26.98,33.77,34.19,26.09,0.66,25.86,0.86,27.48,26.6,30.77,29.43,27.93,0.71,27.59,0.74,28.52,27.68,30.47,29.58,28.77,0.71,28.36,0.64,29.11,28.3,30.32,29.65,29.05,0.75,28.53,0.7,29.57,28.82,30.21,29.67,29.24,0.78,28.64,0.73,29.91,29.18,29.68,29.18,29.36,0.79,28.72,0.75,30.19,29.49,28.99,28.55,29.36,0.79,28.72,0.75,30.19,29.49,28.99,28.55,29.36,0.79,28.72,0.75,30.19,29.49,28.99,28.55,29.36,0.79,28.72,0.75,30.19,29.49,28.99,28.55,31.36,28.21,28.33,24.37,28.51,33.99,35.01,33.6,8/25/25,2969.0286814275,0.0,Flat,Falling,Rising,24.95,28.33,-3.379999999999999,3.379999999999999,False,False,True,True,False,False,False,True,False,True,Trending,Bullish,Bullish,18,True,8.8863,12.84,14.24,442.1,440.7,2.48,True,Age_16_plus,None,None,None,0,0.3,Neutral,Low,Medium,0.0,0.0,0,,,0,,,45,75,60,Medium,Default timeframe for None (None): 45-75 DTE,,0,,,0.0,0.0,0.0,0.0,0,0,,Scan,False,Low_Liquidity,Rejected,Contract selection failed: Low_Liquidity,0.0,False
IT,2025-08-25 07:26:01.615149,33.08,-0.37,33.44,-0.67,33.55,33.96,40.04,38.52,33.08,-0.37,33.44,-0.67,33.55,33.96,40.04,38.52,33.08,-0.37,33.44,-0.67,33.55,33.96,40.04,38.52,33.33,-0.16,33.47,-0.82,33.55,33.96,37.59,36.56,34.76,0.48,34.43,-1.59,35.85,36.33,33.25,33.15,36.94,0.09,36.63,-2.03,39.03,38.84,32.4,32.44,38.02,-0.04,37.61,-2.27,40.69,40.16,31.97,32.08,38.84,0.14,37.85,-1.9,40.88,40.04,31.71,31.85,39.37,0.26,38.01,-1.66,40.83,39.77,31.51,31.42,39.83,0.34,38.36,-0.92,40.46,38.8,31.26,30.87,39.92,0.36,38.57,-0.42,40.11,38.02,31.26,30.87,39.98,0.37,38.72,-0.04,39.83,37.39,31.26,30.87,39.98,0.37,38.72,-0.04,39.83,37.39,31.26,30.87,32.98,119.7,98.15,70.49,59.24,55.62,50.63,46.8,8/25/25,2969.0286814275,0.0,Flat,Stable,Falling,33.33,98.15,-64.82000000000001,64.82000000000001,True,False,False,True,False,True,False,False,True,False,Trending,Bullish,Bullish,11,True,4.6107,13.11,14.22,239.5,238.39,2.41,True,Age_6_15,Call Debit Spread,Long Call,Directional,60,0.57,Bullish,Medium,Medium,240.7221664994985,240.7221664994985,2,1.33,0.24072216649949849,500,volatility_scaled,True,60,90,75,Medium,Directional strategy with moderate confidence (60): 60-90 DTE for thesis development,,0,,,0.0,0.0,0.0,0.0,0,0,,Scan,False,Failed: Invalid comparison between dtype=float64 and str,Rejected,Contract selection failed: Failed: Invalid comparison between dtype=float64 and str,0.0,False
CHTR,2025-08-25 07:26:03.042991,32.57,1.47,34.11,2.94,37.88,36.73,70.06,69.56,33.77,2.67,34.41,3.24,37.88,36.73,57.86,57.36,34.63,-1.31,34.55,0.37,34.56,34.41,50.23,49.78,34.01,0.25,33.84,0.1,37.25,36.66,44.79,43.88,35.76,0.17,35.9,1.02,38.66,36.99,38.62,37.45,38.83,-0.39,38.6,0.5,42.22,40.96,37.87,36.7,40.12,-0.72,39.5,-0.13,44.12,43.17,37.49,36.32,40.21,0.02,38.46,-2.23,43.41,42.31,37.26,36.05,40.65,0.14,39.36,-0.42,43.61,42.8,36.92,35.27,40.85,-0.09,40.21,0.63,44.18,43.04,37.38,35.49,40.79,-0.4,40.08,0.06,44.36,43.0,37.41,35.24,42.29,-0.15,39.88,-0.44,44.25,42.25,38.12,35.06,42.45,-0.19,39.85,-0.62,44.25,42.25,38.12,35.06,25.25,36.48,68.22,52.38,49.88,48.8,45.59,44.53,8/25/25,2969.0286814275,0.0,Contango,Falling,Falling,34.01,68.22,-34.21,34.21,True,False,False,True,False,True,False,False,True,False,Ranging,Bearish,Bearish,74,True,-0.1986,1.64,-8.79,205.52,215.95,2.57,True,Age_16_plus,Put Debit Spread,Long Put,Directional,55,0.49637499999999996,Bearish,Medium,Medium,220.66198595787364,220.66198595787364,2,0.99,0.22066198595787365,500,volatility_scaled,True,90,180,135,Long-LEAPS,Directional strategy with lower confidence (55): 90-180 DTE to reduce timing risk,,0,,,0.0,0.0,0.0,0.0,0,0,,Scan,False,Failed: can't multiply sequence by non-int of type 'float',Rejected,Contract selection failed: Failed: can't multiply sequence by non-int of type 'float',0.0,False
SYK,2025-08-25 07:26:04.707967,18.43,1.04,18.41,0.62,17.89,18.26,23.45,23.34,18.43,1.04,18.41,0.62,17.89,18.26,23.45,23.34,18.43,1.04,18.41,0.62,17.89,18.26,23.45,23.34,18.6,1.11,18.3,0.48,17.89,18.26,22.77,22.53,19.28,0.97,18.46,0.16,18.18,17.95,21.63,21.18,20.08,0.76,19.37,-0.01,19.84,19.17,21.47,21.0,20.41,0.58,19.8,-0.1,20.74,19.86,21.38,20.91,20.42,0.18,20.04,-0.04,20.31,19.88,21.33,20.85,20.99,0.37,20.26,-0.22,20.69,20.32,21.23,20.86,21.53,0.32,20.77,-0.27,21.67,21.0,22.18,21.59,22.0,0.3,21.05,-0.18,22.17,21.12,22.67,21.7,22.37,0.24,20.92,-0.47,22.61,21.75,22.95,21.84,22.37,0.24,20.92,-0.47,22.61,21.75,22.95,21.84,19.37,22.44,20.69,17.02,18.2,24.35,23.1,22.84,8/25/25,2969.0286814275,14.549180327868873,Flat,Stable,Falling,18.6,20.69,-2.09,2.09,False,False,True,True,False,False,False,False,False,True,Ranging,Bearish,Bearish,21,True,-0.0251,-3.6,-9.96,357.82,364.18,1.64,True,Age_16_plus,None,None,None,0,0.3,Neutral,Low,Medium,0.0,0.0,0,,,0,,,45,75,60,Medium,Default timeframe for None (None): 45-75 DTE,,0,,,0.0,0.0,0.0,0.0,0,0,,Scan,False,Low_Liquidity,Rejected,Contract selection failed: Low_Liquidity,0.0,False
ADBE,2025-08-25 07:26:06.104202,30.27,1.71,30.31,1.53,30.65,30.12,29.23,28.13,45.01,16.45,44.6,15.82,30.65,30.12,28.18,27.22,52.04,1.52,51.69,1.45,30.29,29.82,27.54,26.46,47.51,0.19,47.24,0.21,46.86,45.93,27.4,26.87,41.12,0.87,40.17,0.81,40.73,40.21,36.08,35.18,38.15,0.67,37.71,0.69,38.14,37.57,34.08,33.21,39.22,0.15,38.73,0.32,39.17,38.28,33.06,32.1,37.13,-0.44,36.83,-0.08,38.38,37.43,34.88,33.74,36.61,0.07,36.03,0.12,37.37,36.4,34.3,32.93,36.2,0.23,34.68,-0.48,36.89,35.28,34.01,32.58,35.58,0.14,34.38,0.37,36.97,35.17,34.34,32.71,35.57,0.19,33.26,-0.27,36.29,33.77,34.5,32.29,35.72,0.35,33.31,-0.47,36.48,33.93,34.53,32.56,30.09,29.64,25.11,27.45,25.73,36.75,33.93,36.92,8/25/25,2969.0286814275,100.0,Mixed,Stable,Rising,47.51,25.11,22.4,22.4,True,False,False,False,True,False,False,False,True,False,Trending,Bullish,Bullish,18,True,2.3525,9.65,15.2,344.15,338.6,2.65,True,Age_16_plus,Put Credit Spread,Naked Put,Directional,65,0.648375,Bullish,Medium,Medium,260.7823470411234,260.7823470411234,2,1.84,0.2607823470411234,500,volatility_scaled,True,45,60,52,Medium,Income strategy with moderate confidence (65): 45-60 DTE allows adjustment time,,0,,,0.0,0.0,0.0,0.0,0,0,,Scan,False,Failed: can't multiply sequence by non-int of type 'float',Rejected,Contract selection failed: Failed: can't multiply sequence by non-int of type 'float',0.0,False
